119	44	1
152	60	1
124	60	1
104	60	1
110	61	1
127	61	1
129	61	1
87	69	1
100	69	1
103	69	1
110	71	1
107	69	1
149	68	1
152	61	1
132	60	1
129	35	1
120	35	1
112	61	1
133	60	1
142	72	1
154	61	1
130	61	1
168	46	1
122	61	1
107	58	1
167	62	1
108	39	1
97	73	1
154	62	1
132	61	1
109	61	1
127	61	1
110	61	1
112	64	1
126	62	1
120	75	1
130	75	1
99	63	1
100	62	1
109	62	1
120	62	1
128	62	1
137	64	1
152	64	1
118	74	1
111	63	1
105	63	1
102	63	1
130	63	1
132	63	1
122	73	1
142	64	1
145	52	1
142	64	1
132	64	1
127	63	1
125	63	1
116	65	1
106	64	1
131	63	1
135	63	1
127	77	1
141	65	1
84	66	1
156	65	1
115	64	1
97	64	1
86	47	1
142	65	1
109	65	1
97	60	1
148	65	1
115	62	1
117	65	1
118	61	1
108	61	1
110	65	1
87	46	1
111	71	1
81	54	1
107	67	1
108	65	1
126	81	1
131	81	1
105	62	1
125	61	1
81	54	1
111	60	1
98	62	1
115	62	1
133	61	1
145	71	1
125	71	1
126	71	1
82	54	1
106	53	1
140	69	1
86	55	1
126	62	1
141	72	1
156	61	1
111	54	1
116	69	1
156	69	1
134	62	1
147	72	1
146	72	1
107	71	1
146	72	1
151	72	1
98	70	1
112	43	1
119	71	1
127	85	1
117	70	1
120	71	1
112	70	1
108	71	1
102	86	1
90	70	1
124	70	1
113	71	1
77	66	1
77	66	1
89	66	1
142	86	1
99	43	1
98	71	1
56	66	1
57	66	1
110	71	1
107	71	1
128	71	1
86	71	1
49	66	1
52	66	1
76	67	1
114	71	1
53	66	1
55	66	1
59	62	1
90	66	1
53	66	1
62	61	1
70	52	1
142	67	1
147	86	1
155	86	1
133	86	1
105	86	1
116	86	1
111	86	1
96	86	1
104	86	1
117	86	1
86	86	1
87	66	1
97	66	1
108	67	1
104	86	1
102	86	1
115	65	1
132	86	1
72	87	1
96	73	1
90	87	1
83	87	1
141	56	1
97	74	1
94	68	1
123	69	1
101	83	1
118	70	1
112	76	1
120	83	1
143	59	1
168	66	1
173	66	1
185	75	1
156	79	1
150	66	1
142	66	1
111	69	1
84	69	1
80	44	1
92	69	1
136	72	1
114	57	1
83	69	1
79	69	1
82	69	1
103	71	1
109	69	1
93	69	1
83	69	1
85	69	1
109	69	1
100	69	1
94	69	1
108	68	1
96	68	1
93	43	1
137	41	1
112	42	1
91	41	1
170	54	1
152	53	1
143	54	1
127	53	1
143	63	1
129	44	1
146	51	1
118	63	1
98	63	1
103	73	1
149	48	1
138	59	1
137	62	1
126	58	1
119	58	1
163	63	1
135	56	1
125	64	1
132	58	1
146	61	1
123	68	1
178	68	1
156	58	1
139	68	1
175	68	1
174	68	1
155	55	1
169	63	1
179	63	1
132	68	1
148	40	1
166	63	1
181	63	1
132	59	1
158	68	1
141	65	1
112	61	1
147	41	1
118	61	1
124	61	1
131	61	1
157	61	1
141	71	1
144	66	1
145	64	1
135	64	1
116	63	1
106	63	1
102	63	1
106	63	1
145	59	1
139	64	1
141	64	1
115	42	1
140	65	1
131	66	1
129	66	1
159	76	1
149	76	1
150	66	1
139	67	1
126	61	1
140	61	1
153	62	1
184	54	1
149	66	1
151	66	1
142	66	1
151	66	1
129	61	1
130	66	1
142	67	1
145	67	1
133	67	1
129	61	1
145	76	1
127	67	1
145	67	1
134	66	1
124	61	1
137	66	1
124	76	1
110	76	1
103	66	1
137	66	1
147	67	1
134	66	1
117	61	1
139	75	1
131	80	1
119	80	1
123	80	1
99	80	1
0	63	1
146	61	1
157	65	1
164	65	1
160	69	1
160	65	1
104	79	1
43	86	1
126	65	1
69	87	1
88	87	1
18	86	1
16	86	1
129	65	1
161	65	1
79	87	1
74	87	1
82	86	1
12	86	1
3	76	1
0	64	1
128	65	1
193	66	1
0	64	1
0	84	1
2	87	1
3	80	1
41	84	1
130	65	1
130	65	1
149	66	1
106	74	1
84	86	1
93	86	1
68	86	1
44	66	1
95	86	1
103	86	1
54	86	1
42	66	1
131	61	1
109	61	1
83	67	1
127	61	1
113	61	1
122	61	1
108	76	1
94	76	1
190	61	1
151	70	1
145	68	1
112	78	1
114	54	1
109	54	1
129	38	1
147	60	1
135	60	1
94	61	1
99	61	1
96	61	1
155	59	1
140	69	1
131	69	1
142	69	1
124	68	1
104	59	1
153	52	1
144	65	1
121	65	1
109	65	1
151	60	1
119	44	1
152	60	1
124	60	1
104	60	1
110	61	1
127	61	1
129	61	1
87	69	1
100	69	1
103	69	1
110	71	1
107	69	1
149	68	1
152	61	1
132	60	1
129	35	1
120	35	1
112	61	1
133	60	1
142	72	1
154	61	1
130	61	1
168	46	1
122	61	1
107	58	1
167	62	1
108	39	1
97	73	1
154	62	1
132	61	1
109	61	1
127	61	1
110	61	1
112	64	1
126	62	1
120	75	1
130	75	1
99	63	1
100	62	1
109	62	1
120	62	1
128	62	1
137	64	1
152	64	1
118	74	1
111	63	1
105	63	1
102	63	1
130	63	1
132	63	1
122	73	1
142	64	1
145	52	1
142	64	1
132	64	1
127	63	1
125	63	1
116	65	1
106	64	1
131	63	1
135	63	1
127	77	1
141	65	1
84	66	1
156	65	1
115	64	1
97	64	1
86	47	1
142	65	1
109	65	1
97	60	1
148	65	1
115	62	1
117	65	1
118	61	1
108	61	1
110	65	1
87	46	1
111	71	1
81	54	1
107	67	1
108	65	1
126	81	1
131	81	1
105	62	1
125	61	1
81	54	1
111	60	1
98	62	1
115	62	1
133	61	1
145	71	1
125	71	1
126	71	1
82	54	1
106	53	1
140	69	1
86	55	1
126	62	1
141	72	1
156	61	1
111	54	1
116	69	1
156	69	1
134	62	1
147	72	1
146	72	1
107	71	1
146	72	1
151	72	1
98	70	1
112	43	1
119	71	1
127	85	1
117	70	1
120	71	1
112	70	1
108	71	1
102	86	1
90	70	1
124	70	1
113	71	1
77	66	1
77	66	1
89	66	1
142	86	1
99	43	1
98	71	1
56	66	1
57	66	1
110	71	1
107	71	1
128	71	1
86	71	1
49	66	1
52	66	1
76	67	1
114	71	1
53	66	1
55	66	1
59	62	1
90	66	1
53	66	1
62	61	1
70	52	1
142	67	1
147	86	1
155	86	1
133	86	1
105	86	1
116	86	1
111	86	1
96	86	1
104	86	1
117	86	1
86	86	1
87	66	1
97	66	1
108	67	1
104	86	1
102	86	1
115	65	1
132	86	1
72	87	1
96	73	1
90	87	1
83	87	1
141	56	1
97	74	1
94	68	1
123	69	1
101	83	1
118	70	1
112	76	1
120	83	1
143	59	1
168	66	1
173	66	1
185	75	1
156	79	1
150	66	1
142	66	1
111	69	1
84	69	1
80	44	1
92	69	1
136	72	1
114	57	1
83	69	1
79	69	1
82	69	1
103	71	1
109	69	1
93	69	1
83	69	1
85	69	1
109	69	1
100	69	1
94	69	1
108	68	1
96	68	1
93	43	1
137	41	1
112	42	1
91	41	1
