98	25	0
98	24	0
103	27	0
103	29	0
98	27	0
103	25	0
103	25	0
103	27	0
103	27	0
103	28	0
103	26	0
98	28	0
103	29	0
103	28	0
103	26	0
98	26	0
103	28	0
103	28	0
103	25	0
103	28	0
103	29	0
95	26	0
100	27	0
98	132	0
95	64	0
95	25	0
100	28	0
95	27	0
95	26	0
103	26	0
100	26	0
100	26	0
100	26	0
100	27	0
100	38	0
100	27	0
96	28	0
100	27	0
100	27	0
100	27	0
100	129	0
90	62	0
93	28	0
100	28	0
100	28	0
100	28	0
90	29	0
90	27	0
90	52	0
106	67	0
105	172	0
105	36	0
105	58	0
105	125	0
105	81	0
105	27	0
120	115	0
120	28	0
116	183	0
112	153	0
115	216	0
116	137	0
116	211	0
112	124	0
112	126	0
112	136	0
100	29	0
100	28	0
100	28	0
100	29	0
119	42	0
119	68	0
119	37	0
115	58	0
119	107	0
120	202	0
116	201	0
112	185	0
100	29	0
100	27	0
100	28	0
100	27	0
119	65	0
119	47	0
116	45	0
119	28	0
119	41	0
116	27	0
115	248	0
112	49	0
112	125	0
112	71	0
100	64	0
100	28	0
100	28	0
100	29	0
119	129	0
120	209	0
119	195	0
100	27	0
100	25	0
100	27	0
102	28	0
96	26	0
119	26	0
119	42	0
120	140	0
116	43	0
115	238	0
112	27	0
93	25	0
100	29	0
96	26	0
96	27	0
120	125	0
119	29	0
115	202	0
112	78	0
112	109	0
115	116	0
119	129	0
96	28	0
119	200	0
96	27	0
96	26	0
115	234	0
96	25	0
96	27	0
96	26	0
119	238	0
96	28	0
96	25	0
96	26	0
95	153	0
95	27	0
95	26	0
95	28	0
101	140	0
101	88	0
101	30	0
103	29	0
103	36	0
103	27	0
101	117	0
101	27	0
103	27	0
101	43	0
103	126	0
103	27	0
121	48	0
121	39	0
103	132	0
101	27	0
103	27	0
103	27	0
103	85	0
103	97	0
103	27	0
103	40	0
103	27	0
121	130	0
121	89	0
121	71	0
119	38	0
103	118	0
103	25	0
111	61	0
103	26	0
103	25	0
103	38	0
101	27	0
103	36	0
103	26	0
103	107	0
103	32	0
103	270	0
103	28	0
121	26	0
121	51	0
121	77	0
121	198	0
94	87	0
5	81	0
101	53	0
135	56	0
115	81	0
130	39	0
122	80	0
129	90	0
95	89	0
69	78	0
109	82	0
129	72	0
84	89	0
135	94	0
61	89	0
124	73	0
62	74	0
116	80	0
91	67	0
104	83	0
98	78	0
139	64	0
112	62	0
63	73	0
128	47	0
123	50	0
48	43	0
145	49	0
125	57	0
50	49	0
74	71	0
109	51	0
144	53	0
47	53	0
63	68	0
114	57	0
120	91	0
74	85	0
83	83	0
70	89	0
146	82	0
100	66	0
106	85	0
119	86	0
113	67	0
124	88	0
85	67	0
41	89	0
105	84	0
187	84	0
176	94	0
122	74	0
88	95	0
142	73	0
90	88	0
98	70	0
100	77	0
136	78	0
86	86	0
21	83	0
132	68	0
126	71	0
99	79	0
114	83	0
148	71	0
72	62	0
195	66	0
68	74	0
123	64	0
76	67	0
135	62	0
136	82	0
122	63	0
122	64	0
172	56	0
106	46	0
72	42	0
126	63	0
89	73	0
186	58	0
99	44	0
82	74	0
17	76	0
70	71	0
113	65	0
124	63	0
117	73	0
89	52	0
140	67	0
150	55	0
100	56	0
121	59	0
117	56	0
127	51	0
111	72	0
159	48	0
114	46	0
88	77	0
90	49	0
0	75	0
18	49	0
142	60	0
0	91	0
40	57	0
95	48	0
98	44	0
113	42	0
128	58	0
55	56	0
0	91	0
38	63	0
134	57	0
103	46	0
101	59	0
144	46	0
114	56	0
103	58	0
110	52	0
56	79	0
67	77	0
140	45	0
93	46	0
125	40	0
47	54	0
119	61	0
78	53	0
106	58	0
78	37	0
55	79	0
114	73	0
158	64	0
112	88	0
143	65	0
118	80	0
93	91	0
44	75	0
120	-9999	0
133	70	0
127	66	0
97	80	0
62	92	0
119	71	0
133	70	0
79	73	0
134	69	0
125	42	0
147	50	0
23	59	0
128	57	0
112	56	0
98	49	0
5	58	0
123	45	0
111	45	0
133	52	0
64	54	0
125	46	0
48	93	0
66	93	0
131	46	0
69	43	0
112	89	0
125	68	0
115	39	0
106	63	0
118	54	0
145	63	0
144	60	0
90	92	0
134	39	0
156	63	0
109	53	0
83	76	0
113	91	0
88	48	0
40	88	0
105	91	0
124	65	0
116	81	0
117	75	0
108	69	0
116	75	0
100	74	0
151	76	0
131	86	0
54	73	0
105	64	0
161	64	0
49	78	0
113	84	0
120	55	0
156	71	0
84	73	0
53	47	0
142	48	0
84	55	0
75	46	0
116	50	0
133	40	0
136	49	0
104	45	0
99	44	0
146	55	0
105	49	0
69	58	0
111	59	0
41	62	0
56	61	0
137	64	0
128	45	0
110	54	0
172	49	0
151	43	0
78	38	0
104	47	0
114	53	0
105	33	0
100	64	0
117	67	0
73	52	0
177	58	0
160	65	0
106	63	0
157	65	0
144	54	0
52	76	0
117	82	0
71	81	0
111	58	0
88	58	0
152	83	0
103	74	0
107	47	0
100	57	0
10	75	0
94	60	0
123	59	0
125	83	0
64	56	0
97	66	0
133	60	0
127	56	0
101	45	0
116	60	0
45	28	0
87	36	0
114	38	0
113	57	0
86	33	0
